9002	obj_t_scroll																					4002	9002	size_tiny			mat_paper			1				16053																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NO_NPC_PICKUP		15000	00383		20176				1																																																																																																													UseableItem	0	0																																																																																																																																														'Aid' class_cleric 2																					
9006	obj_t_scroll																					4002	9006	size_tiny			mat_paper			1				16011																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NO_NPC_PICKUP		70000	00381		20176				1																																																																																																													UseableItem	0	0																																																																																																																																														'Control Plants' class_druid 8																					
9008	obj_t_scroll																					4002	9008	size_tiny			mat_paper			1				16011																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NO_NPC_PICKUP		112500	00381		20176				1																																																																																																													UseableItem	0	0																																																																																																																																														'Animal Growth' class_sorcerer 5																					
9010	obj_t_scroll																					4002	9010	size_tiny			mat_paper			1				16053																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NO_NPC_PICKUP		15000	383		20176				1																																																																																																													UseableItem	0	0																																																																																																																																														'Animal Trance' class_bard 2																					
9011	obj_t_scroll																					4002	9011	size_tiny			mat_paper			1				16050																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NO_NPC_PICKUP		105000	00380		20176				1																																																																																																													UseableItem	0	0																																																																																																																																														'Animate Dead' class_sorcerer 4																					
9025	obj_t_scroll																					4002	9025	size_tiny			mat_paper			1				16053																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NO_NPC_PICKUP		2500	00383		20176				1																																																																																																													UseableItem	0	0																																																																																																																																														'Bane' class_cleric 1																					
9027	obj_t_scroll																					4002	9027	size_tiny			mat_paper			1				16052																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NO_NPC_PICKUP		15000	00381		20176				1																																																																																																													UseableItem	0	0																																																																																																																																														'Barkskin' class_druid 2																					
9028	obj_t_scroll																					4002	9028	size_tiny			mat_paper			1				16050																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NO_NPC_PICKUP		37500	00380		20176				1																																																																																																													UseableItem	0	0																																																																																																																																														'Bestow Curse' class_sorcerer 4																					
9037	obj_t_scroll																					9037	9037	size_tiny			mat_paper			1				16053																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NO_NPC_PICKUP		2500	00383		20176				1																																																																																																													UseableItem	0	0																																																																																																																																														'Bless' class_cleric 1																					
9038	obj_t_scroll																					4002	9038	size_tiny			mat_paper			1				16052																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NO_NPC_PICKUP		5000	00381		20176				1																																																																																																													UseableItem	0	0																																																																																																																																														'Bless Water' class_cleric 1																					
