su-Ball_of_Fire-Hit	Nuke fire ring	15		3	300						Sprite		Polar		fire-sprite	70	Blend	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0?360	0	75	35	0	0	0,360	0	0	0,128,0	128	128	128						
su-Ball_of_Fire-Hit	ring	15		3	300						Sprite		Polar		fire-sprite	70	Blend	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0?360	0	75	35	0	0	0,-360	0	0	0,128,0	128	128	128						
su-Ball_of_Fire-Hit	particles thrown			1	4000						Sprite		Polar	Polar	flare-big	25	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50?300	0?360	0	30	5,0	0	0	0,360	0	0	255	255,255,255	255,100,100	255,60,60						
su-Ball_of_Fire-Hit	Initial Flash Sprite			0	1						Sprite		Polar		flare-big	2	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	300,0	0	0	0,360	0	0	255	230	230	255						
su-Ball_of_Fire-Hit	Initial Flash disc			0	1						Disc		Polar		flare-big	2	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	300,0	0	0	0,360	0	0	255	230	230	255						
su-Ball_of_Fire-Hit	smoke going around and away	6		3	600						Sprite		Polar	Polar	fire-sprite	30	Blend	0				0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,40	0	0	0	0	0?360	0	50,300	20,50	0	0	0	0	0	128,0	64	64	64						
su-Ball_of_Fire-Hit	Fire Hit			3	800						Sprite		Polar		flare-big	14	Add	0				0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0?180	0,200	5,0	0	0	0	0	0	255	255,255,255,255	255,128,128,128	255,80,80,80						
su-Ball_of_Fire-Hit	Fire Ground Spread			3	800						Sprite		Polar		flare-big	30	Add	0				0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0?20	0,300	30,20	0	0	0	0	0	255,0	255,255,255,255	255,128,128,128	255,80,80,80						
su-Ball_of_Fire-Hit	black spot	0		0	1						Disc		Polar		fire-sprite	500	Blend	0				0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0?360	0	0	0,150,100,50,25,0	0	0	0						
su-Ball_of_Fire-Hit	start 1	0		15	400		World				Sprite	World	Polar	Cartesian	flare-big	30	Add	0				0	0	0	0	0	0	0	05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,100	0	0?360	0	0,240	3	0	0	0,360	0	0	255,0	255	255	255						30
su-Ball_of_Fire-Hit	New Emitter	0		10	7		World				Disc	World	Polar	Cartesian	flare-3	30	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0	0	10,300	0	0	0?360	0	0	255,0	255,255	128	64						20
su-Ball_of_Fire-Hit	start 2	0		15	300		World				Sprite	World	Polar	Cartesian	fire-sprite	30	Add	0				0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,100	0	0?360	0	0,240	40,30,20,10,0	0	0	0,-360	0	0	255,0	255	128	64						30
su-Ball_of_Fire-Hit	Flame column	0		10	200						Sprite		Polar	Polar	fire-sprite	60	Add	0				0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0,-30	0?360	0	0?60	20?30	0	0	0	0	0	32,255,0	255,255,255,255	255,128,128,128	255,80,80,80						
su-Ball_of_Fire-Hit	fire around ground			10	2000						Sprite		Polar	Polar	flare-big	60	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0,-80	0?360	0	20?240	1?6	0	0	0	0	0	255,0	255,255,255,255	255,128,128,128	255,80,80,80						
su-Ball_of_Fire-Hit	Nuke Fire	15		3	300						Sprite		Polar		flare-big	50	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,70,70,70,70	0	0?360	0	100,60	30	0	0	0,90	0	0	0,255,0	255,255,255,255	255,128,128,128	255,80,80,80						
