1	obj_t_portal																					1	1							1				13036																																																																																																																																																																																																																																																																																																											
2	obj_t_portal																					2	2							1				13037																																																																																																																																																																																																																																																																																																											
3	obj_t_portal																					3	3							1				13038																																																																																																																																																																																																																																																																																																											
4	obj_t_portal																					4	4							1				13039																																																																																																																																																																																																																																																																																																											
5	obj_t_portal																					5	5							1				13040																																																																																																																																																																																																																																																																																																											
6	obj_t_portal																					6	6							1				13041																																																																																																																																																																																																																																																																																																											
7	obj_t_portal																					7	7							1				13042																																																																																																																																																																																																																																																																																																											
8	obj_t_portal																					8	8							1				13043																																																																																																																																																																																																																																																																																																											
9	obj_t_portal																					9	9							1				13044																																																																																																																																																																																																																																																																																																											
10	obj_t_portal																					10	10							1				13045																																																																																																																																																																																																																																																																																																											
11	obj_t_portal																					11	11							1				13046																																																																																																																																																																																																																																																																																																											
12	obj_t_portal																					12	12							1				13047																																																																																																																																																																																																																																																																																																											
13	obj_t_portal																					13	13							1				13048																																																																																																																																																																																																																																																																																																											
14	obj_t_portal																					14	14							1				13049																																																																																																																																																																																																																																																																																																											
15	obj_t_portal																					15	15							1				13050																																																																																																																																																																																																																																																																																																											
16	obj_t_portal																					16	16							1				13051																																																																																																																																																																																																																																																																																																											
17	obj_t_portal																					17	17							1				13052																																																																																																																																																																																																																																																																																																											
18	obj_t_portal																					18	18							1				13053																																																																																																																																																																																																																																																																																																											
19	obj_t_portal																					19	19							1				13054																																																																																																																																																																																																																																																																																																											
20	obj_t_portal																					20	20							1				13055																																																																																																																																																																																																																																																																																																											
21	obj_t_portal																					21	21							1				13056																																																																																																																																																																																																																																																																																																											
22	obj_t_portal																					22	22							1				13057																																																																																																																																																																																																																																																																																																											
23	obj_t_portal																					23	23							1				13058																																																																																																																																																																																																																																																																																																											
24	obj_t_portal																					24	24							1				13059																																																																																																																																																																																																																																																																																																											
25	obj_t_portal																					25	25							1				13060																																																																																																																																																																																																																																																																																																											
26	obj_t_portal																					26	26							1				13061																																																																																																																																																																																																																																																																																																											
27	obj_t_portal																					27	27							1				13062																																																																																																																																																																																																																																																																																																											
28	obj_t_portal																					28	28							1				13063																																																																																																																																																																																																																																																																																																											
29	obj_t_portal																					29	29							1				13064																																																																																																																																																																																																																																																																																																											
30	obj_t_portal																					30	30							1				13065																																																																																																																																																																																																																																																																																																											
31	obj_t_portal																					31	31							1				13066																																																																																																																																																																																																																																																																																																											
32	obj_t_portal																					32	32							1				13067																																																																																																																																																																																																																																																																																																											
33	obj_t_portal																					33	33							1				13068																																																																																																																																																																																																																																																																																																											
34	obj_t_portal																					34	34							1				13069																																																																																																																																																																																																																																																																																																											
35	obj_t_portal																					35	35							1				13070																																																																																																																																																																																																																																																																																																											
36	obj_t_portal																					36	36							1				13071																																																																																																																																																																																																																																																																																																											
37	obj_t_portal																					37	37							1				13072																																																																																																																																																																																																																																																																																																											
38	obj_t_portal																					38	38							1				13073																																																																																																																																																																																																																																																																																																											
39	obj_t_portal																					39	39							1				13074																																																																																																																																																																																																																																																																																																											
40	obj_t_portal																					40	40							1				13075																																																																																																																																																																																																																																																																																																											
41	obj_t_portal																					41	41							1				13076																																																																																																																																																																																																																																																																																																											
42	obj_t_portal																					42	42							1				13077																																																																																																																																																																																																																																																																																																											
43	obj_t_portal																					43	43							1				13078																																																																																																																																																																																																																																																																																																											
44	obj_t_portal																					44	44							1				13079																																																																																																																																																																																																																																																																																																											
45	obj_t_portal																					45	45							1				13080																																																																																																																																																																																																																																																																																																											
46	obj_t_portal																					46	46							1				13081																																																																																																																																																																																																																																																																																																											
47	obj_t_portal																					47	47							1				13082																																																																																																																																																																																																																																																																																																											
48	obj_t_portal																					48	48							1				13083																																																																																																																																																																																																																																																																																																											
49	obj_t_portal																					49	49							1				13084																																																																																																																																																																																																																																																																																																											
50	obj_t_portal																					50	50							1				13085																																																																																																																																																																																																																																																																																																											
51	obj_t_portal																					51	51							1				13086																																																																																																																																																																																																																																																																																																											
52	obj_t_portal																					52	52							1				13087																																																																																																																																																																																																																																																																																																											
53	obj_t_portal																					53	53							1				13088																																																																																																																																																																																																																																																																																																											
54	obj_t_portal																					54	54							1				13089																																																																																																																																																																																																																																																																																																											
55	obj_t_portal																					55	55							1				13090																																																																																																																																																																																																																																																																																																											
56	obj_t_portal																					56	56							1				13091																																																																																																																																																																																																																																																																																																											
57	obj_t_portal																					57	57							1				13092																																																																																																																																																																																																																																																																																																											
58	obj_t_portal																					58	58							1				13093																																																																																																																																																																																																																																																																																																											
59	obj_t_portal																					59	59							1				13094																																																																																																																																																																																																																																																																																																											
60	obj_t_portal																					60	60							1				13095																																																																																																																																																																																																																																																																																																											
61	obj_t_portal																					61	61							1				13096																																																																																																																																																																																																																																																																																																											
62	obj_t_portal																					62	62							1				13097																																																																																																																																																																																																																																																																																																											
63	obj_t_portal																					63	63							1				13098																																																																																																																																																																																																																																																																																																											
64	obj_t_portal																					64	64							1				13100																																																																																																																																																																																																																																																																																																											
65	obj_t_portal																					65	65							1				13101																																																																																																																																																																																																																																																																																																											
66	obj_t_portal																					66	66							1				13102																																																																																																																																																																																																																																																																																																											
67	obj_t_portal																					67	67							1				13103																																																																																																																																																																																																																																																																																																											
68	obj_t_portal																					68	68							1				13104																																																																																																																																																																																																																																																																																																											
69	obj_t_portal																					69	69							1				13105																																																																																																																																																																																																																																																																																																											
70	obj_t_portal																					70	70							1				13106																																																																																																																																																																																																																																																																																																											
71	obj_t_portal																					71	71							1				13107																																																																																																																																																																																																																																																																																																											
72	obj_t_portal																					72	72							1				13108																																																																																																																																																																																																																																																																																																											
73	obj_t_portal																					73	73							1				13109	60																																																																																																																																																																																																																																																																																																										
74	obj_t_portal																					74	74							1				13110	60																																																																																																																																																																																																																																																																																																										
75	obj_t_portal																					75	75							1				13111																																																																																																																																																																																																																																																																																																											
76	obj_t_portal																					76	76							1				13112																																																																																																																																																																																																																																																																																																											
77	obj_t_portal																					77	77							1				13113																																																																																																																																																																																																																																																																																																											
78	obj_t_portal																					78	78							1				13114																																																																																																																																																																																																																																																																																																											
79	obj_t_portal																					79	79							1				13115																																																																																																																																																																																																																																																																																																											
80	obj_t_portal																					80	80							1				13116																																																																																																																																																																																																																																																																																																											
81	obj_t_portal																					81	81							1				13117																																																																																																																																																																																																																																																																																																											
