8908	obj_t_food																					8908	8908	size_tiny			mat_glass			1				16023																OIF_NO_LOOT OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NO_NPC_PICKUP OIF_USES_WAND_ANIM OIF_NO_PICKPOCKET	1	180000	191		20156				50																																																																																																													UseableItem	0	1																																																																																																																																														'Tashas Hideous Laughter' domain_special 2																					
12002	obj_t_generic																					12002	12002	size_tiny			mat_wood			3				18012																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM OIF_NO_NPC_PICKUP	1	2100000	00441		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Fear' class_sorcerer 4																					
12006	obj_t_generic																					12006	12006	size_tiny			mat_wood			3				18012																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM OIF_NO_NPC_PICKUP	1	1125000	296		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Fireball' class_sorcerer 3																					
12007	obj_t_generic																					12007	12007	size_tiny			mat_wood			3				18009																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM OIF_NO_NPC_PICKUP	1	375000	293		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Magic Missile' class_wizard 5																					
12055	obj_t_generic																					12055	12055	size_tiny			mat_wood			3				18011																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM	1	1125000	294		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Charm Monster' class_sorcerer 3																					
12056	obj_t_generic																					12056	12056	size_tiny			mat_wood			3				18011																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM	1	75000	294		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Charm Person' class_sorcerer 1																					
12057	obj_t_generic																					12057	12057	size_tiny			mat_wood			3				18011																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM	1	75000	294		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Charm Person or Animal' class_druid 1																					
12058	obj_t_generic																					12058	12058	size_tiny			mat_wood			3				18010																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM	1	450000	295		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Chill Metal' class_druid 2																					
12059	obj_t_generic																					12059	12059	size_tiny			mat_wood			3				18010																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM	1	75000	441		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Chill Touch' class_sorcerer 1																					
12062	obj_t_generic																					12062	12062	size_tiny			mat_wood			3				18011																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM	1	1125000	442		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Clairaudience/Clairvoyance' class_sorcerer 3																					
12063	obj_t_generic																					12063	12063	size_tiny			mat_wood			3				18011																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM	1	2100000	296		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Holy Sword' class_paladin 4																					
12064	obj_t_generic																					12064	12064	size_tiny			mat_wood			3				18011																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM	1	75000	441		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Ray of Clumsiness' class_sorcerer 1																					
12065	obj_t_generic																					12065	12065	size_tiny			mat_wood			3				18012																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM	1	2400000	477		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Cloudkill' class_sorcerer 5																					
12066	obj_t_generic																					12066	12066	size_tiny			mat_wood			3				18009																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM	1	75000	482		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Color Spray' class_sorcerer 1																					
12067	obj_t_generic																					12067	12067	size_tiny			mat_wood			3				18011																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM	1	75000	294		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Command' class_cleric 1																					
12068	obj_t_generic																					12068	12068	size_tiny			mat_wood			3				18011																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM	1	2100000	294		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Dominate Person' class_bard 4																					
12072	obj_t_generic																					12072	12072	size_tiny			mat_wood			3				18010																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM	1	2400000	296		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Cone of Cold' class_sorcerer 5																					
12073	obj_t_generic																					12073	12073	size_tiny			mat_wood			3				18011																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM	1	450000	294		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Confusion' class_bard 3																					
12074	obj_t_generic																					12074	12074	size_tiny			mat_wood			3				18010																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM	1	450000	296		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Consecrate' class_cleric 2																					
12076	obj_t_generic																					12076	12076	size_tiny			mat_wood			3				18012																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM	1	1125000	441		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Contagion' class_cleric 3																					
12079	obj_t_generic																					12079	12079	size_tiny			mat_wood			3				18017																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM	1	2400000	295		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Control Plants' class_druid 8																					
12089	obj_t_generic																					12089	12089	size_tiny			mat_wood			3				18010																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM	1	2100000	477		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Cure Critical Wounds' class_cleric 4																					
12090	obj_t_generic																					12090	12090	size_tiny			mat_wood			3				18010																OIF_IS_MAGICAL OIF_EXPIRES_AFTER_USE OIF_NEEDS_SPELL OIF_USES_WAND_ANIM	1	75000	477		20139				50																																																																																																													UseableItem	0	Wand																																																																																																																																														'Cure Light Wounds' class_cleric 1																					
